,first_name,last_name,name,age,race,ELLStatus,grade,school,subject,teacher,year,studentID
41,Catherine,Hernandez,Catherine Hernandez,10,Multi-racial,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7542
42,Jacob,Atkins,Jacob Atkins,9,Black/African American,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7543
43,Todd,Burns,Todd Burns,11,White,Yes,6,Burley Middle School,Language Arts,Joshua Moore,2020,7544
44,Mark,Strickland,Mark Strickland,9,White,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7545
45,Daniel,Cole,Daniel Cole,10,Asian,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7546
46,Benjamin,Ball,Benjamin Ball,10,White,Yes,6,Burley Middle School,Language Arts,Renee Harrison,2020,7547
47,Michelle,Brown,Michelle Brown,11,White,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7548
48,Frank,Avery,Frank Avery,10,Hispanic,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7549
49,Matthew,Barnes,Matthew Barnes,10,Hispanic,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7550
50,Jason,Collins,Jason Collins,11,White,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7551
51,Jon,Cross,Jon Cross,10,White,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7552
52,Gabrielle,Cruz,Gabrielle Cruz,9,White,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7553
53,John,Cross,John Cross,11,White,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7554
54,Jerry,Smith,Jerry Smith,10,White,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7555
55,Bryan,Keller,Bryan Keller,11,White,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7556
56,Stephanie,Green,Stephanie Green,9,White,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7557
57,Maria,Foster,Maria Foster,10,Black/African American,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7558
58,Rachel,Alvarez,Rachel Alvarez,9,Hispanic,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7559
59,Andrew,Adams,Andrew Adams,11,Black/African American,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7560
60,Clayton,Thompson,Clayton Thompson,11,White,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7561
61,Stacey,Goodwin,Stacey Goodwin,11,Asian,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7562
62,John,Suarez,John Suarez,11,White,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7563
63,Jessica,Mathews,Jessica Mathews,10,Black/African American,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7564
64,Nancy,Miller,Nancy Miller,11,White,Yes,6,Burley Middle School,Language Arts,Renee Harrison,2020,7565
65,Sharon,Joyce,Sharon Joyce,11,White,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7566
66,Bryan,Rodriguez,Bryan Rodriguez,9,White,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7567
67,Connor,Watkins,Connor Watkins,10,White,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7568
68,Jessica,Rios,Jessica Rios,11,Hispanic,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7569
69,Michael,Simpson,Michael Simpson,10,Hispanic,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7570
70,Joseph,Singleton,Joseph Singleton,9,White,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7571
71,Mercedes,Mora,Mercedes Mora,9,White,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7572
72,Crystal,Stewart,Crystal Stewart,9,Black/African American,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7573
73,James,Hendricks,James Hendricks,10,Hispanic,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7574
74,Anthony,Day,Anthony Day,10,White,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7575
75,Lydia,Roy,Lydia Roy,10,White,Yes,6,Burley Middle School,Language Arts,Roger Williams,2020,7576
76,Kelly,Jones,Kelly Jones,10,White,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7577
77,Cassandra,Thomas,Cassandra Thomas,9,White,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7578
78,Veronica,Rocha,Veronica Rocha,9,Multi-racial,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7579
79,Bruce,Jennings,Bruce Jennings,11,White,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7580
80,Melissa,Gay,Melissa Gay,10,White,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7581
81,Sara,Rivera,Sara Rivera,9,Multi-racial,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7582
82,Sandra,Brooks,Sandra Brooks,10,Black/African American,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7583
83,Kimberly,Meyers,Kimberly Meyers,11,White,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7584
84,Michelle,Gray,Michelle Gray,9,White,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7585
85,Charles,Stevens,Charles Stevens,10,White,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7586
86,Lauren,Miller,Lauren Miller,10,Hispanic,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7587
87,Betty,Brown,Betty Brown,11,Black/African American,Yes,6,Burley Middle School,Language Arts,Joshua Moore,2020,7588
88,Joshua,Green,Joshua Green,9,White,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7589
89,Kari,Alexander,Kari Alexander,10,White,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7590
90,Patrick,Ingram,Patrick Ingram,10,Black/African American,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7591
91,Charles,Moran,Charles Moran,9,White,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7592
92,Kathy,Erickson,Kathy Erickson,11,White,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7593
93,Christopher,Hood,Christopher Hood,11,White,Yes,6,Burley Middle School,Language Arts,Roger Williams,2020,7594
94,Kathleen,Cox,Kathleen Cox,10,White,Yes,6,Burley Middle School,Language Arts,Joshua Moore,2020,7595
95,Christopher,Ramos,Christopher Ramos,10,White,Yes,6,Burley Middle School,Language Arts,Roger Williams,2020,7596
96,Alexander,Nguyen,Alexander Nguyen,10,Black/African American,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7597
97,Heather,Reed,Heather Reed,10,White,No,6,Burley Middle School,Language Arts,Renee Harrison,2020,7598
98,Renee,Flores,Renee Flores,10,Multi-racial,No,6,Burley Middle School,Language Arts,Joshua Moore,2020,7599
99,Maria,Bradley,Maria Bradley,9,Black/African American,No,6,Burley Middle School,Language Arts,Roger Williams,2020,7600
0,Michele,Ferguson,Michele Ferguson,11,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7601
1,Julie,Good,Julie Good,11,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7602
2,Karen,Anderson,Karen Anderson,11,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7603
3,Aaron,Whitaker,Aaron Whitaker,10,Black/African American,Yes,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7604
4,Richard,Robles,Richard Robles,11,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7605
5,Patricia,Ellis,Patricia Ellis,9,Black/African American,Yes,6,Burley Middle School,Social Studies,Richard Wright,2020,7606
6,Ashley,Villanueva,Ashley Villanueva,11,Hispanic,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7607
7,Emily,Jenkins,Emily Jenkins,10,Hispanic,Yes,6,Burley Middle School,Social Studies,Richard Wright,2020,7608
8,Danny,Le,Danny Le,9,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7609
9,Melinda,Green,Melinda Green,9,Black/African American,No,6,Burley Middle School,Social Studies,John Dean,2020,7610
10,Meagan,Sanchez,Meagan Sanchez,9,Black/African American,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7611
11,Lisa,Wilson,Lisa Wilson,9,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7612
12,Shane,Price,Shane Price,10,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7613
13,Patricia,Green,Patricia Green,9,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7614
14,Joshua,Harris,Joshua Harris,10,Hispanic,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7615
15,Cynthia,Henderson,Cynthia Henderson,10,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7616
16,Andrew,Warner,Andrew Warner,11,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7617
17,Charles,Trevino,Charles Trevino,9,White,Yes,6,Burley Middle School,Social Studies,John Dean,2020,7618
18,Danielle,Holder,Danielle Holder,11,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7619
19,Dawn,Hernandez,Dawn Hernandez,11,Hispanic,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7620
20,Dustin,Alexander,Dustin Alexander,10,White,Yes,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7621
21,Jason,Frazier,Jason Frazier,10,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7622
22,Allison,Sparks,Allison Sparks,10,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7623
23,David,Yates,David Yates,9,Asian,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7624
24,Calvin,Miller,Calvin Miller,11,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7625
25,Jeffrey,Oneal,Jeffrey Oneal,9,Black/African American,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7626
26,Angelica,Carson,Angelica Carson,11,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7627
27,Elizabeth,Little,Elizabeth Little,11,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7628
28,Jennifer,Dunlap,Jennifer Dunlap,9,Black/African American,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7629
29,Sean,Bailey,Sean Bailey,11,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7630
30,Adam,Rogers,Adam Rogers,10,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7631
31,Christopher,Pena,Christopher Pena,9,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7632
32,Shelby,Barker,Shelby Barker,9,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7633
33,Melissa,Smith,Melissa Smith,10,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7634
34,Eric,Scott,Eric Scott,10,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7635
35,Michele,Mullen,Michele Mullen,11,White,Yes,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7636
36,Sean,Harrison,Sean Harrison,11,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7637
37,Sabrina,Harper,Sabrina Harper,10,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7638
38,Matthew,Taylor,Matthew Taylor,9,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7639
39,Suzanne,Edwards,Suzanne Edwards,10,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7640
40,Terrence,Williams,Terrence Williams,11,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7641
41,Joshua,Lee,Joshua Lee,10,Hispanic,No,6,Burley Middle School,Social Studies,John Dean,2020,7642
42,Emily,Gonzalez,Emily Gonzalez,11,Black/African American,No,6,Burley Middle School,Social Studies,John Dean,2020,7643
43,Alexander,Watkins,Alexander Watkins,10,Multi-racial,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7644
44,Katherine,Cook,Katherine Cook,10,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7645
45,Craig,Lin,Craig Lin,10,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7646
46,Matthew,Garza,Matthew Garza,10,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7647
47,Lauren,Huynh,Lauren Huynh,9,Black/African American,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7648
48,Jeremy,Hall,Jeremy Hall,11,Black/African American,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7649
49,Mary,Johnson,Mary Johnson,10,Black/African American,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7650
50,David,Villarreal,David Villarreal,9,Hispanic,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7651
51,Ashley,Martin,Ashley Martin,10,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7652
52,Lisa,Rogers,Lisa Rogers,11,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7653
53,Wendy,Hill,Wendy Hill,9,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7654
54,Annette,Harrison,Annette Harrison,9,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7655
55,Michael,Ford,Michael Ford,9,Hispanic,Yes,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7656
56,Robert,White,Robert White,10,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7657
57,Christina,Nelson,Christina Nelson,10,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7658
58,Jason,Clark,Jason Clark,11,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7659
59,Steven,Bishop,Steven Bishop,11,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7660
60,Becky,Ramos,Becky Ramos,10,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7661
61,Lynn,Murphy,Lynn Murphy,10,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7662
62,Rodney,Brooks,Rodney Brooks,10,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7663
63,Robert,Smith,Robert Smith,10,Black/African American,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7664
64,Robert,Ortiz,Robert Ortiz,10,White,Yes,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7665
65,Victor,Brown,Victor Brown,9,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7666
66,Ashley,Mathews,Ashley Mathews,11,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7667
67,Robert,Church,Robert Church,9,Asian,Yes,6,Burley Middle School,Social Studies,John Dean,2020,7668
68,John,Edwards,John Edwards,10,White,Yes,6,Burley Middle School,Social Studies,Richard Wright,2020,7669
69,Scott,Moran,Scott Moran,10,White,Yes,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7670
70,Douglas,Brown,Douglas Brown,10,Hispanic,Yes,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7671
71,David,Delacruz,David Delacruz,11,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7672
72,Frank,Sandoval,Frank Sandoval,9,Asian,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7673
73,Tiffany,Clark,Tiffany Clark,9,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7674
74,Kenneth,Bauer,Kenneth Bauer,11,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7675
75,Renee,Young,Renee Young,10,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7676
76,Shane,Case,Shane Case,10,Hispanic,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7677
77,Christian,Williams,Christian Williams,11,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7678
78,Kathryn,Burke,Kathryn Burke,9,Hispanic,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7679
79,Joseph,Thomas,Joseph Thomas,11,Black/African American,No,6,Burley Middle School,Social Studies,John Dean,2020,7680
80,Emily,Elliott,Emily Elliott,10,Black/African American,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7681
81,Carlos,Pham,Carlos Pham,9,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7682
82,Jennifer,Duncan,Jennifer Duncan,9,Hispanic,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7683
83,Kristin,Mason,Kristin Mason,11,Black/African American,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7684
84,Sara,Christian,Sara Christian,11,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7685
85,Danielle,Snyder,Danielle Snyder,9,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7686
86,Jane,Ross,Jane Ross,11,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7687
87,Brian,Casey,Brian Casey,10,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7688
88,Mary,Ramsey,Mary Ramsey,9,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7689
89,Patricia,Stevenson,Patricia Stevenson,11,Multi-racial,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7690
90,Gilbert,Guerra,Gilbert Guerra,10,White,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7691
91,Jermaine,Jones,Jermaine Jones,10,White,No,6,Burley Middle School,Social Studies,John Dean,2020,7692
92,Anthony,Jackson,Anthony Jackson,10,Multi-racial,Yes,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7693
93,Jacob,Castillo,Jacob Castillo,10,Black/African American,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7694
94,Ellen,Flores,Ellen Flores,11,Hispanic,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7695
95,Clifford,White,Clifford White,11,Hispanic,No,6,Burley Middle School,Social Studies,Richard Wright,2020,7696
96,Justin,Owen,Justin Owen,10,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7697
97,Jessica,Wilson,Jessica Wilson,10,Hispanic,No,6,Burley Middle School,Social Studies,John Dean,2020,7698
98,Crystal,Johnson,Crystal Johnson,9,White,Yes,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7699
99,Christopher,Kirk,Christopher Kirk,9,White,No,6,Burley Middle School,Social Studies,Brandon Taylor,2020,7700
0,Joshua,Steele,Joshua Steele,10,Black/African American,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7701
1,Brandon,Kline,Brandon Kline,9,Multi-racial,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7702
2,Cheryl,Brown,Cheryl Brown,9,White,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7703
3,Laura,Mason,Laura Mason,11,Hispanic,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7704
4,Vanessa,Pennington,Vanessa Pennington,11,White,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7705
5,William,White,William White,11,White,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7706
6,Jennifer,Sanchez,Jennifer Sanchez,9,Asian,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7707
7,Rebecca,Graves,Rebecca Graves,10,White,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7708
8,David,Mann,David Mann,10,White,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7709
9,Emily,Malone,Emily Malone,10,Black/African American,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7710
10,Emily,Grimes,Emily Grimes,10,White,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7711
11,Robert,Clay,Robert Clay,9,White,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7712
12,Amy,Lee,Amy Lee,11,White,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7713
13,Dominique,Dunlap,Dominique Dunlap,11,White,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7714
14,Jonathan,Vasquez,Jonathan Vasquez,10,Multi-racial,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7715
15,Sabrina,Hawkins,Sabrina Hawkins,9,Asian,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7716
16,Anthony,Parker,Anthony Parker,11,White,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7717
17,Shannon,Johnson,Shannon Johnson,11,White,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7718
18,Kurt,Delgado,Kurt Delgado,11,White,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7719
19,Jennifer,Donovan,Jennifer Donovan,10,White,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7720
20,Bradley,Johnson,Bradley Johnson,9,Black/African American,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7721
21,Crystal,Hawkins,Crystal Hawkins,11,White,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7722
22,Matthew,Cuevas,Matthew Cuevas,9,White,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7723
23,Cameron,Garner,Cameron Garner,11,White,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7724
24,Kimberly,Robinson,Kimberly Robinson,9,White,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7725
25,Carolyn,Herman,Carolyn Herman,10,Multi-racial,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7726
26,Brandi,Allen,Brandi Allen,10,Hispanic,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7727
27,Pamela,Hall,Pamela Hall,9,Black/African American,Yes,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7728
28,Amanda,Phillips,Amanda Phillips,9,Hispanic,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7729
29,Natalie,Young,Natalie Young,9,White,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7730
30,Becky,Newman,Becky Newman,9,Multi-racial,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7731
31,Julie,Cannon,Julie Cannon,10,White,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7732
32,Dominique,Cain,Dominique Cain,11,Multi-racial,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7733
33,Robert,Davis,Robert Davis,10,White,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7734
34,Warren,Coleman,Warren Coleman,9,Hispanic,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7735
35,Alan,Moore,Alan Moore,10,White,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7736
36,Kevin,Simon,Kevin Simon,9,White,No,6,Burley Middle School,Health/Physical Education,Robert Jordan,2020,7737
37,Todd,Reyes,Todd Reyes,10,White,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7738
38,Shannon,Davis,Shannon Davis,10,White,No,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7739
39,Kimberly,Lyons,Kimberly Lyons,10,White,Yes,6,Burley Middle School,Health/Physical Education,Kimberly Gallagher,2020,7740
40,Kevin,Bowen,Kevin Bowen,10,White,No,6,Burley Middle School,Health/Physical Education,Wendy Gonzales,2020,7741
