,first_name,last_name,name,age,race,ELLStatus,grade,school,subject,teacher,year,studentID
9,Sarah,Morgan,Sarah Morgan,14,Black/African American,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2610
10,Shannon,Vazquez,Shannon Vazquez,12,Hispanic,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2611
11,Erik,Rhodes,Erik Rhodes,14,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2612
12,Kathy,Cooper,Kathy Cooper,14,Black/African American,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2613
13,Jorge,Dunlap,Jorge Dunlap,13,Asian,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2614
14,Mary,Kaufman,Mary Kaufman,13,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2615
15,Sarah,Evans,Sarah Evans,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2616
16,Jason,Cox,Jason Cox,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2617
17,Holly,Sims,Holly Sims,14,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2618
18,Dana,Edwards,Dana Edwards,13,Hispanic,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2619
19,Susan,Atkinson,Susan Atkinson,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2620
20,Jessica,Martin,Jessica Martin,13,Black/African American,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2621
21,Jonathon,Wells,Jonathon Wells,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2622
22,Ryan,Fisher,Ryan Fisher,13,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2623
23,Felicia,Smith,Felicia Smith,14,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2624
24,Lauren,Flynn,Lauren Flynn,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2625
25,Emily,Barry,Emily Barry,14,Asian,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2626
26,Sierra,Parker,Sierra Parker,13,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2627
27,Jennifer,Yoder,Jennifer Yoder,14,White,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2628
28,Gina,Lopez,Gina Lopez,12,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2629
29,Doris,Pitts,Doris Pitts,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2630
30,Jeffrey,Forbes,Jeffrey Forbes,14,Black/African American,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2631
31,Courtney,Woodard,Courtney Woodard,12,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2632
32,Christopher,Hill,Christopher Hill,12,Hispanic,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2633
33,Deborah,Haynes,Deborah Haynes,13,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2634
34,Christopher,Chavez,Christopher Chavez,12,Black/African American,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2635
35,Monica,Maddox,Monica Maddox,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2636
36,Anthony,Jones,Anthony Jones,12,White,Yes,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2637
37,Linda,Adkins,Linda Adkins,12,Hispanic,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2638
38,Benjamin,Christensen,Benjamin Christensen,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2639
39,Jessica,Collins,Jessica Collins,14,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2640
40,Chad,Acosta,Chad Acosta,13,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2641
41,Christopher,Jackson,Christopher Jackson,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2642
42,Julie,Curry,Julie Curry,13,Black/African American,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2643
43,Jeremy,Hall,Jeremy Hall,12,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2644
44,Phillip,Jordan,Phillip Jordan,12,Multi-racial,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2645
45,Joseph,Reed,Joseph Reed,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2646
46,Brandon,Olson,Brandon Olson,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2647
47,Jill,Young,Jill Young,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2648
48,Amanda,Dyer,Amanda Dyer,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2649
49,Christopher,Smith,Christopher Smith,14,White,Yes,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2650
50,Shelley,Kennedy,Shelley Kennedy,14,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2651
51,Nicholas,Garner,Nicholas Garner,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2652
52,Douglas,Moss,Douglas Moss,13,White,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2653
53,Robin,Hatfield,Robin Hatfield,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2654
54,Steven,Allen,Steven Allen,13,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2655
55,Miranda,Navarro,Miranda Navarro,12,Black/African American,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2656
56,Joseph,Jones,Joseph Jones,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2657
57,Joseph,Thompson,Joseph Thompson,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2658
58,Patrick,Cole,Patrick Cole,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2659
59,Kevin,Tate,Kevin Tate,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2660
60,Mary,Wallace,Mary Wallace,12,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2661
61,Elizabeth,Howard,Elizabeth Howard,13,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2662
62,Stacy,Morse,Stacy Morse,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2663
63,Stephanie,Hill,Stephanie Hill,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2664
64,Victoria,Lang,Victoria Lang,14,Hispanic,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2665
65,Paige,Wheeler,Paige Wheeler,13,Hispanic,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2666
66,Timothy,Mason,Timothy Mason,13,White,Yes,8,Burley Middle School,Social Studies,Angela Lee,2020,2667
67,Jacob,Baldwin,Jacob Baldwin,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2668
68,Troy,Mcdaniel,Troy Mcdaniel,12,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2669
69,Melvin,Smith,Melvin Smith,12,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2670
70,Elizabeth,Herrera,Elizabeth Herrera,12,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2671
71,Joshua,Campbell,Joshua Campbell,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2672
72,Krista,Tran,Krista Tran,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2673
73,Stephen,Pennington,Stephen Pennington,13,White,Yes,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2674
74,Jessica,Howard,Jessica Howard,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2675
75,Theresa,Grant,Theresa Grant,12,Asian,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2676
76,Jody,Berger,Jody Berger,13,Hispanic,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2677
77,Michael,Mercado,Michael Mercado,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2678
78,Brandon,Alexander,Brandon Alexander,13,Black/African American,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2679
79,Eric,Roach,Eric Roach,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2680
80,Michael,Dickson,Michael Dickson,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2681
81,Wendy,Johnson,Wendy Johnson,12,White,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2682
82,Kathy,Bush,Kathy Bush,14,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2683
83,William,Schneider,William Schneider,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2684
84,Emily,Walsh,Emily Walsh,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2685
85,James,Edwards,James Edwards,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2686
86,Richard,Lopez,Richard Lopez,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2687
87,Vanessa,Rhodes,Vanessa Rhodes,13,Black/African American,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2688
88,Albert,Smith,Albert Smith,14,Multi-racial,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2689
89,Mckenzie,Smith,Mckenzie Smith,14,Asian,Yes,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2690
90,Chad,Payne,Chad Payne,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2691
91,Richard,Turner,Richard Turner,13,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2692
92,Cody,Washington,Cody Washington,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2693
93,Jessica,Oconnell,Jessica Oconnell,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2694
94,Gabrielle,Brown,Gabrielle Brown,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2695
95,Michael,Eaton,Michael Eaton,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2020,2696
96,Joel,Wagner,Joel Wagner,14,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2697
97,Jacob,Houston,Jacob Houston,12,Hispanic,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2698
98,Jasmine,Jenkins,Jasmine Jenkins,12,White,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2020,2699
99,James,Leon,James Leon,13,Hispanic,No,8,Burley Middle School,Social Studies,Angela Lee,2020,2700
0,Blake,Johnson,Blake Johnson,12,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2701
1,Mary,Freeman,Mary Freeman,14,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2702
2,Jason,Brock,Jason Brock,13,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2703
3,Derrick,Mclean,Derrick Mclean,12,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2704
4,Crystal,Robles,Crystal Robles,13,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2705
5,Christopher,Davis,Christopher Davis,12,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2706
6,Tiffany,Dean,Tiffany Dean,14,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2707
7,Theresa,Sutton,Theresa Sutton,12,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2708
8,Brandy,Ortiz,Brandy Ortiz,14,Black/African American,No,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2709
9,Amanda,Monroe,Amanda Monroe,12,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2710
10,Michelle,Cobb,Michelle Cobb,14,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2711
11,Nathaniel,Lopez,Nathaniel Lopez,13,Asian,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2712
12,Bonnie,Lawrence,Bonnie Lawrence,14,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2713
13,Joseph,Pierce,Joseph Pierce,14,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2714
14,Christian,Brown,Christian Brown,12,White,Yes,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2715
15,Danielle,Molina,Danielle Molina,12,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2716
16,Nancy,Hernandez,Nancy Hernandez,12,Hispanic,No,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2717
17,Paul,Young,Paul Young,13,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2718
18,Sandra,Sanchez,Sandra Sanchez,12,Hispanic,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2719
19,William,Andersen,William Andersen,13,Black/African American,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2720
20,Angela,Cline,Angela Cline,12,White,Yes,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2721
21,Laura,Stein,Laura Stein,12,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2722
22,Ryan,Lopez,Ryan Lopez,12,Black/African American,Yes,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2723
23,Mark,Johnson,Mark Johnson,13,Hispanic,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2724
24,Marc,Williams,Marc Williams,13,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2725
25,John,Perkins,John Perkins,12,Hispanic,Yes,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2726
26,Thomas,Aguirre,Thomas Aguirre,13,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2727
27,Elizabeth,Mccann,Elizabeth Mccann,14,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2728
28,Rebekah,Fowler,Rebekah Fowler,12,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2729
29,Stephanie,Johnson,Stephanie Johnson,13,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2730
30,Robert,Anderson,Robert Anderson,12,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2731
31,Erica,Brown,Erica Brown,13,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2732
32,Melanie,Miller,Melanie Miller,13,Black/African American,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2733
33,Matthew,Austin,Matthew Austin,14,Asian,No,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2734
34,Jason,Smith,Jason Smith,12,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2735
35,James,Edwards,James Edwards,12,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2020,2736
36,Ryan,Snyder,Ryan Snyder,13,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2737
37,Javier,Reid,Javier Reid,14,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2738
38,Lisa,Lewis,Lisa Lewis,14,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2020,2739
39,Francisco,Mendoza,Francisco Mendoza,14,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2020,2740
