,first_name,last_name,name,age,race,ELLStatus,grade,school,subject,teacher,year,studentID
26,Sierra,Parker,Sierra Parker,12,Hispanic,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2627
27,Jennifer,Yoder,Jennifer Yoder,13,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2628
28,Gina,Lopez,Gina Lopez,11,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2629
29,Doris,Pitts,Doris Pitts,13,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2630
30,Jeffrey,Forbes,Jeffrey Forbes,13,Black/African American,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2631
31,Courtney,Woodard,Courtney Woodard,11,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2632
32,Christopher,Hill,Christopher Hill,11,Hispanic,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2633
33,Deborah,Haynes,Deborah Haynes,12,Hispanic,Yes,7,Burley Middle School,Social Studies,Frank Barker,2019,2634
34,Christopher,Chavez,Christopher Chavez,11,Black/African American,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2635
35,Monica,Maddox,Monica Maddox,11,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2636
36,Anthony,Jones,Anthony Jones,11,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2637
37,Linda,Adkins,Linda Adkins,11,Hispanic,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2638
38,Benjamin,Christensen,Benjamin Christensen,12,White,Yes,7,Burley Middle School,Social Studies,Frank Barker,2019,2639
39,Jessica,Collins,Jessica Collins,13,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2640
40,Chad,Acosta,Chad Acosta,12,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2641
41,Christopher,Jackson,Christopher Jackson,11,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2642
42,Julie,Curry,Julie Curry,12,Black/African American,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2643
43,Jeremy,Hall,Jeremy Hall,11,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2644
44,Phillip,Jordan,Phillip Jordan,11,Multi-racial,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2645
45,Joseph,Reed,Joseph Reed,11,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2646
46,Brandon,Olson,Brandon Olson,12,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2647
47,Jill,Young,Jill Young,13,White,Yes,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2648
48,Amanda,Dyer,Amanda Dyer,13,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2649
49,Christopher,Smith,Christopher Smith,13,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2650
50,Shelley,Kennedy,Shelley Kennedy,13,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2651
51,Nicholas,Garner,Nicholas Garner,13,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2652
52,Douglas,Moss,Douglas Moss,12,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2653
53,Robin,Hatfield,Robin Hatfield,12,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2654
54,Steven,Allen,Steven Allen,12,Hispanic,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2655
55,Miranda,Navarro,Miranda Navarro,11,Black/African American,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2656
56,Joseph,Jones,Joseph Jones,13,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2657
57,Joseph,Thompson,Joseph Thompson,12,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2658
58,Patrick,Cole,Patrick Cole,13,White,Yes,7,Burley Middle School,Social Studies,Frank Barker,2019,2659
59,Kevin,Tate,Kevin Tate,13,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2660
60,Mary,Wallace,Mary Wallace,11,White,Yes,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2661
61,Elizabeth,Howard,Elizabeth Howard,12,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2662
62,Stacy,Morse,Stacy Morse,13,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2663
63,Stephanie,Hill,Stephanie Hill,13,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2664
64,Victoria,Lang,Victoria Lang,13,Hispanic,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2665
65,Paige,Wheeler,Paige Wheeler,12,Hispanic,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2666
66,Timothy,Mason,Timothy Mason,12,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2667
67,Jacob,Baldwin,Jacob Baldwin,12,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2668
68,Troy,Mcdaniel,Troy Mcdaniel,11,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2669
69,Melvin,Smith,Melvin Smith,11,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2670
70,Elizabeth,Herrera,Elizabeth Herrera,11,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2671
71,Joshua,Campbell,Joshua Campbell,12,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2672
72,Krista,Tran,Krista Tran,13,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2673
73,Stephen,Pennington,Stephen Pennington,12,White,Yes,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2674
74,Jessica,Howard,Jessica Howard,13,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2675
75,Theresa,Grant,Theresa Grant,11,Asian,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2676
76,Jody,Berger,Jody Berger,12,Hispanic,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2677
77,Michael,Mercado,Michael Mercado,13,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2678
78,Brandon,Alexander,Brandon Alexander,12,Black/African American,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2679
79,Eric,Roach,Eric Roach,12,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2680
80,Michael,Dickson,Michael Dickson,12,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2681
81,Wendy,Johnson,Wendy Johnson,11,White,Yes,7,Burley Middle School,Social Studies,Melissa Molina,2019,2682
82,Kathy,Bush,Kathy Bush,13,Hispanic,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2683
83,William,Schneider,William Schneider,13,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2684
84,Emily,Walsh,Emily Walsh,11,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2685
85,James,Edwards,James Edwards,11,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2686
86,Richard,Lopez,Richard Lopez,12,White,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2687
87,Vanessa,Rhodes,Vanessa Rhodes,12,Black/African American,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2688
88,Albert,Smith,Albert Smith,13,Multi-racial,Yes,7,Burley Middle School,Social Studies,Melissa Molina,2019,2689
89,Mckenzie,Smith,Mckenzie Smith,13,Asian,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2690
90,Chad,Payne,Chad Payne,12,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2691
91,Richard,Turner,Richard Turner,12,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2692
92,Cody,Washington,Cody Washington,12,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2693
93,Jessica,Oconnell,Jessica Oconnell,13,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2694
94,Gabrielle,Brown,Gabrielle Brown,12,White,Yes,7,Burley Middle School,Social Studies,Melissa Molina,2019,2695
95,Michael,Eaton,Michael Eaton,13,White,No,7,Burley Middle School,Social Studies,Melissa Molina,2019,2696
96,Joel,Wagner,Joel Wagner,13,White,Yes,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2697
97,Jacob,Houston,Jacob Houston,11,Hispanic,No,7,Burley Middle School,Social Studies,Rachel Lopez,2019,2698
98,Jasmine,Jenkins,Jasmine Jenkins,11,White,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2699
99,James,Leon,James Leon,12,Hispanic,No,7,Burley Middle School,Social Studies,Frank Barker,2019,2700
0,Blake,Johnson,Blake Johnson,11,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2701
1,Mary,Freeman,Mary Freeman,13,White,No,7,Burley Middle School,Health/Physical Education,Patricia Figueroa,2019,2702
2,Jason,Brock,Jason Brock,12,White,No,7,Burley Middle School,Health/Physical Education,Patricia Figueroa,2019,2703
3,Derrick,Mclean,Derrick Mclean,11,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2704
4,Crystal,Robles,Crystal Robles,12,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2705
5,Christopher,Davis,Christopher Davis,11,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2706
6,Tiffany,Dean,Tiffany Dean,13,White,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2707
7,Theresa,Sutton,Theresa Sutton,11,White,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2708
8,Brandy,Ortiz,Brandy Ortiz,13,Black/African American,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2709
9,Amanda,Monroe,Amanda Monroe,11,White,No,7,Burley Middle School,Health/Physical Education,Patricia Figueroa,2019,2710
10,Michelle,Cobb,Michelle Cobb,13,White,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2711
11,Nathaniel,Lopez,Nathaniel Lopez,12,Asian,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2712
12,Bonnie,Lawrence,Bonnie Lawrence,13,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2713
13,Joseph,Pierce,Joseph Pierce,13,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2714
14,Christian,Brown,Christian Brown,11,White,No,7,Burley Middle School,Health/Physical Education,Patricia Figueroa,2019,2715
15,Danielle,Molina,Danielle Molina,11,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2716
16,Nancy,Hernandez,Nancy Hernandez,11,Hispanic,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2717
17,Paul,Young,Paul Young,12,White,No,7,Burley Middle School,Health/Physical Education,Patricia Figueroa,2019,2718
18,Sandra,Sanchez,Sandra Sanchez,11,Hispanic,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2719
19,William,Andersen,William Andersen,12,Black/African American,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2720
20,Angela,Cline,Angela Cline,11,White,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2721
21,Laura,Stein,Laura Stein,11,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2722
22,Ryan,Lopez,Ryan Lopez,11,Black/African American,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2723
23,Mark,Johnson,Mark Johnson,12,Hispanic,No,7,Burley Middle School,Health/Physical Education,Patricia Figueroa,2019,2724
24,Marc,Williams,Marc Williams,12,White,No,7,Burley Middle School,Health/Physical Education,Patricia Figueroa,2019,2725
25,John,Perkins,John Perkins,11,Hispanic,No,7,Burley Middle School,Health/Physical Education,Patricia Figueroa,2019,2726
26,Thomas,Aguirre,Thomas Aguirre,12,White,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2727
27,Elizabeth,Mccann,Elizabeth Mccann,13,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2728
28,Rebekah,Fowler,Rebekah Fowler,11,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2729
29,Stephanie,Johnson,Stephanie Johnson,12,White,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2730
30,Robert,Anderson,Robert Anderson,11,White,No,7,Burley Middle School,Health/Physical Education,Patricia Figueroa,2019,2731
31,Erica,Brown,Erica Brown,12,White,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2732
32,Melanie,Miller,Melanie Miller,12,Black/African American,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2733
33,Matthew,Austin,Matthew Austin,13,Asian,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2734
34,Jason,Smith,Jason Smith,11,White,No,7,Burley Middle School,Health/Physical Education,Patricia Figueroa,2019,2735
35,James,Edwards,James Edwards,11,White,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2736
36,Ryan,Snyder,Ryan Snyder,12,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2737
37,Javier,Reid,Javier Reid,13,White,No,7,Burley Middle School,Health/Physical Education,Donna Conley,2019,2738
38,Lisa,Lewis,Lisa Lewis,13,White,Yes,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2739
39,Francisco,Mendoza,Francisco Mendoza,13,White,No,7,Burley Middle School,Health/Physical Education,Jamie Mathews,2019,2740
