,first_name,last_name,name,age,race,ELLStatus,grade,school,subject,teacher,year,studentID
53,Douglas,Graham,Douglas Graham,14,Asian,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5154
54,Stephanie,Heath,Stephanie Heath,12,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5155
55,Gary,Jimenez,Gary Jimenez,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5156
56,Steven,Clark,Steven Clark,14,Asian,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5157
57,Heather,Davis,Heather Davis,13,Asian,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5158
58,Anthony,Murphy,Anthony Murphy,13,Black/African American,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5159
59,Stacey,Reyes,Stacey Reyes,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5160
60,Melanie,Harris,Melanie Harris,14,Hispanic,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5161
61,Carrie,Martin,Carrie Martin,13,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5162
62,Andrew,Weber,Andrew Weber,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5163
63,Charles,Fisher,Charles Fisher,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5164
64,Kim,Aguirre,Kim Aguirre,12,Asian,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5165
65,Diana,Brown,Diana Brown,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5166
66,Eric,Martin,Eric Martin,14,Black/African American,Yes,8,Burley Middle School,Social Studies,Angela Lee,2019,5167
67,Paul,Johnson,Paul Johnson,14,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5168
68,Sheila,Huffman,Sheila Huffman,12,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5169
69,Joseph,Roberts,Joseph Roberts,14,Multi-racial,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5170
70,Charles,Flores,Charles Flores,12,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5171
71,Kaylee,Green,Kaylee Green,14,Black/African American,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5172
72,Tammy,Mora,Tammy Mora,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5173
73,Donald,Crane,Donald Crane,12,Black/African American,Yes,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5174
74,Christopher,Weiss,Christopher Weiss,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5175
75,Mitchell,Murray,Mitchell Murray,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5176
76,Garrett,Walters,Garrett Walters,13,White,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5177
77,Tracy,Jones,Tracy Jones,12,Black/African American,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5178
78,William,Cunningham,William Cunningham,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5179
79,Brian,Ellis,Brian Ellis,14,Hispanic,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5180
80,Christine,Adams,Christine Adams,14,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5181
81,Diamond,Arias,Diamond Arias,12,White,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5182
82,Robert,Franco,Robert Franco,12,Multi-racial,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5183
83,Mallory,Brown,Mallory Brown,12,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5184
84,Todd,Willis,Todd Willis,12,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5185
85,Matthew,Hess,Matthew Hess,13,White,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5186
86,Courtney,Brown,Courtney Brown,13,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5187
87,Brian,Rogers,Brian Rogers,13,Black/African American,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5188
88,Robert,Knapp,Robert Knapp,12,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5189
89,Matthew,Nelson,Matthew Nelson,12,White,Yes,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5190
90,Donna,Ellis,Donna Ellis,12,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5191
91,Brittany,Robinson,Brittany Robinson,13,Black/African American,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5192
92,Donald,Taylor,Donald Taylor,12,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5193
93,Melinda,Garcia,Melinda Garcia,12,Hispanic,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5194
94,Mary,Young,Mary Young,14,White,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5195
95,Keith,Hall,Keith Hall,13,Black/African American,No,8,Burley Middle School,Social Studies,Cynthia Hernandez,2019,5196
96,Shelley,Stone,Shelley Stone,14,Asian,No,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5197
97,Brian,Jones,Brian Jones,12,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5198
98,Jeffrey,Bryant,Jeffrey Bryant,14,Black/African American,Yes,8,Burley Middle School,Social Studies,Barbara Bruce,2019,5199
99,Teresa,Marquez,Teresa Marquez,14,White,No,8,Burley Middle School,Social Studies,Angela Lee,2019,5200
0,Jennifer,Gardner,Jennifer Gardner,14,Hispanic,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5201
1,Christopher,Joseph,Christopher Joseph,14,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5202
2,Rachael,Hopkins,Rachael Hopkins,14,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5203
3,Brittany,Johnson,Brittany Johnson,12,Black/African American,No,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5204
4,Sean,Wheeler,Sean Wheeler,14,Multi-racial,No,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5205
5,Katelyn,Johnston,Katelyn Johnston,13,Black/African American,No,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5206
6,Paul,Holmes,Paul Holmes,14,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5207
7,Brent,Weaver,Brent Weaver,14,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5208
8,Nancy,Evans,Nancy Evans,14,Hispanic,No,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5209
9,Mark,Guzman,Mark Guzman,13,Hispanic,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5210
10,Tammy,Hurst,Tammy Hurst,13,Hispanic,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5211
11,Jesse,Robinson,Jesse Robinson,12,Black/African American,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5212
12,John,Cole,John Cole,13,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5213
13,Jennifer,Mason,Jennifer Mason,14,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5214
14,Barbara,Collier,Barbara Collier,12,Asian,Yes,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5215
15,Gerald,Johnson,Gerald Johnson,14,Black/African American,No,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5216
16,Scott,Martinez,Scott Martinez,13,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5217
17,William,Olson,William Olson,14,Black/African American,No,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5218
18,Alexis,Thompson,Alexis Thompson,14,Asian,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5219
19,Mindy,Johnson,Mindy Johnson,14,Hispanic,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5220
20,Colleen,Chavez,Colleen Chavez,14,Black/African American,Yes,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5221
21,Laura,Sanchez,Laura Sanchez,12,Hispanic,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5222
22,Joyce,Murphy,Joyce Murphy,13,White,Yes,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5223
23,Anthony,Miller,Anthony Miller,14,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5224
24,James,May,James May,12,Hispanic,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5225
25,Traci,Adams,Traci Adams,12,Multi-racial,Yes,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5226
26,Kathleen,Dixon,Kathleen Dixon,13,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5227
27,Alyssa,Blair,Alyssa Blair,12,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5228
28,Brenda,Parks,Brenda Parks,13,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5229
29,Danny,Alvarez,Danny Alvarez,14,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5230
30,Brandy,Ward,Brandy Ward,13,Hispanic,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5231
31,Bruce,White,Bruce White,12,Asian,No,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5232
32,Ryan,Collins,Ryan Collins,13,Multi-racial,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5233
33,Timothy,Jones,Timothy Jones,14,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5234
34,Daryl,Rivera,Daryl Rivera,14,White,No,8,Burley Middle School,Health/Physical Education,Devin Wolf,2019,5235
35,Michael,Rivera,Michael Rivera,12,White,No,8,Burley Middle School,Health/Physical Education,David Nelson,2019,5236
36,Christopher,Tanner,Christopher Tanner,13,Black/African American,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5237
37,Colleen,Russo,Colleen Russo,14,White,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5238
38,Elizabeth,Rodriguez,Elizabeth Rodriguez,14,Black/African American,No,8,Burley Middle School,Health/Physical Education,Deborah Watson,2019,5239
